number_of_words,number_of_characters,average_word_len,number_of_stop_words,number_of_tags,number_of_hash_tags,readability,number_of_digits,number_of_secure_links,number_of_unsecured_links,number_of_percent,number_of_exclamation_marks,number_of_question_marks,number_of_commas,number_of_points,number_of_male_terms,number_of_female_terms,number_of_emoji,number_of_tildes,number_of_dollars,number_of_circumflex_accents,number_of_ampersands,number_of_stars,number_of_parenthesis,number_of_minuses,number_of_underscores,number_of_equals,number_of_pluses,number_of_brackets,number_of_curly_brackets,number_of_vertical_bars,number_of_semicolons,number_of_colons,number_of_apostrophes,number_of_grave_accents,number_of_quotation_marks,number_of_slashes,number_of_less_grater_than_signs,number_of_words_in_bot_popular_words,number_of_words_in_human_popular_words,number_of_different_words,author_class
9.49,52.75,4.370971181829161,3.4,0.05,0.02,-3.5455912539515264,0.71,0.0,0.4,0.0,0.01,0.05,0.42,1.52,0.07,0.01,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.57,1.2,0.0,1.25,0.66,0.37302423603793466,0
21.12,127.6,4.971540676157895,7.4,0.0,0.0,3.9271977272727305,1.09,0.0,0.0,0.0,0.01,0.0,0.56,1.45,0.22,0.04,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.08,0.49,0.0,0.0,0.0,0.0,0.17,0.63,0.4654356060606061,0
21.92,132.5,4.964896490940198,7.99,0.0,0.0,4.57577080291971,1.0,0.0,0.0,0.01,0.01,0.0,0.52,1.89,0.24,0.01,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.06,0.28,0.0,0.0,0.0,0.0,0.2,0.77,0.4425182481751825,0
21.82,130.46,4.8931711331143255,7.73,0.0,0.0,4.124932905591201,1.4,0.0,0.0,0.01,0.0,0.01,0.49,1.78,0.23,0.03,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.06,0.36,0.0,0.0,0.0,0.0,0.12,0.81,0.4569202566452796,0
21.31,130.69,5.048016487296674,7.8,0.0,0.01,4.620571515720318,1.14,0.0,0.0,0.0,0.0,0.0,0.48,1.7,0.21,0.03,0.515,0.0,0.01,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.03,0.4,0.0,0.0,0.0,0.0,0.15,0.73,0.4514312529328954,0
21.54,131.85,5.0243259808263305,7.51,0.0,0.01,4.555818198700095,1.3,0.0,0.0,0.0,0.0,0.0,0.51,1.94,0.24,0.03,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.04,0.52,0.0,0.0,0.0,0.0,0.17,0.59,0.4568245125348189,0
21.56,129.26,4.9151988971259675,7.68,0.0,0.01,3.945208905380337,1.38,0.0,0.0,0.0,0.0,0.01,0.53,1.69,0.18,0.02,0.535,0.0,0.0,0.0,0.01,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1.07,0.22,0.0,0.0,0.0,0.0,0.25,0.9,0.4615027829313544,0
21.19,127.55,4.948598152321796,7.56,0.0,0.01,3.9673515337423346,1.08,0.0,0.0,0.0,0.01,0.0,0.45,1.36,0.24,0.03,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.08,0.46,0.0,0.0,0.0,0.0,0.09,0.66,0.4676734308636149,0
21.39,129.89,4.980977360595764,7.72,0.0,0.0,4.182488031790559,1.05,0.0,0.0,0.0,0.0,0.01,0.41,1.54,0.33,0.07,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.13,0.51,0.0,0.0,0.0,0.0,0.2,0.76,0.4707807386629266,0
21.51,131.22,4.973148192288336,7.61,0.0,0.0,4.483697768479779,1.15,0.01,0.01,0.01,0.0,0.01,0.47,2.13,0.23,0.02,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.07,0.17,0.0,0.0,0.03,0.0,0.29,0.86,0.4714086471408647,0
20.77,127.03,4.960949645064606,7.31,0.0,0.0,4.344387626384208,1.09,0.0,0.0,0.01,0.01,0.01,0.62,1.7,0.27,0.02,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.05,0.55,0.0,0.0,0.0,0.0,0.21,0.72,0.46461242176215695,0
17.9,103.75,4.627475434953514,6.62,0.22,0.0,0.7848547486033546,1.04,0.0,0.17,0.0,0.08,0.01,0.76,1.62,0.25,0.04,0.19,0.0,0.0,0.0,0.0,0.0,0.37,0.1,0.07,0.0,0.0,0.02,0.0,0.0,0.01,0.38,0.04,0.0,1.36,0.51,0.0,0.3,1.26,0.38379888268156426,0
11.64,71.07,4.902215098662346,2.63,0.31,0.07,-1.46036563573883,0.74,0.0,0.29,0.0,0.0,0.02,0.41,1.02,0.07,0.01,0.505,0.07,0.0,0.02,0.04,0.01,0.81,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.51,0.22,0.0,0.5,0.87,0.0,0.93,0.53,0.3848797250859107,0
9.4,57.24,4.769261465220242,1.57,0.14,0.08,-2.7476170212765947,0.32,0.0,0.08,0.0,0.07,0.09,0.26,0.69,0.05,0.02,1.06,0.08,0.0,0.06,0.1,0.01,0.46,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.66,0.34,0.0,0.74,0.26,0.0,0.29,0.53,0.4627659574468085,0
13.05,80.83,4.863023434074786,1.3,0.59,0.01,-0.6807298850574703,1.46,0.0,0.6,0.0,0.0,0.0,0.11,0.85,0.2,0.07,0.505,0.14,0.02,0.0,0.11,0.0,0.95,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.19,0.89,0.26,0.0,0.18,1.82,0.0,2.01,0.57,0.35019157088122604,0
11.22,67.24,4.861878190565881,2.17,0.37,0.0,-1.9803319073083756,0.86,0.0,0.36,0.01,0.05,0.02,0.24,0.67,0.06,0.0,1.395,0.03,0.0,0.0,0.02,0.0,0.52,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.53,0.02,0.0,0.34,1.08,0.0,1.12,0.59,0.3787878787878788,0
12.85,78.88,4.937303959387704,2.51,0.56,0.02,-0.9089280155642019,1.69,0.0,0.56,0.0,0.0,0.01,0.18,0.67,0.1,0.0,1.185,0.03,0.0,0.0,0.02,0.0,0.98,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.65,0.05,0.0,0.13,1.68,0.0,1.73,0.51,0.30817120622568095,0
15.29,93.58,4.911588751719558,1.81,0.97,0.02,0.5138455853499018,2.33,0.0,0.95,0.0,0.04,0.0,0.02,1.04,0.01,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.58,0.08,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.99,0.0,0.0,0.0,2.85,0.0,2.89,0.27,0.2341399607586658,0
11.81,71.6,4.889971907629769,1.43,0.53,0.0,-1.9417629974597794,1.23,0.0,0.5,0.0,0.0,0.0,0.12,0.62,0.15,0.06,1.42,0.07,0.0,0.0,0.09,0.0,0.52,0.04,0.03,0.0,0.02,0.0,0.0,0.0,0.16,0.54,0.05,0.0,0.06,1.5,0.0,1.55,0.56,0.3420829805249788,0
13.63,83.02,5.003439118359093,2.68,0.62,0.0,-0.2750336757153313,1.48,0.0,0.6,0.0,0.02,0.0,0.24,0.68,0.03,0.0,1.175,0.0,0.0,0.0,0.05,0.0,0.68,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.09,0.65,0.0,0.0,0.09,1.8,0.0,1.9,0.43,0.30961115187087307,0
13.07,78.16,4.911698261920398,3.06,0.54,0.0,-0.5886449120122403,1.23,0.0,0.52,0.0,0.03,0.01,0.3,0.79,0.08,0.02,1.02,0.01,0.0,0.0,0.05,0.0,0.24,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.7,0.03,0.0,0.19,1.56,0.0,1.57,0.62,0.3098699311400153,0
14.37,88.06,4.930989666115282,1.95,0.78,0.0,-0.07435692414752815,2.59,0.0,0.77,0.0,0.0,0.0,0.2,0.93,0.14,0.02,0.72,0.0,0.0,0.0,0.04,0.0,0.84,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.88,0.04,0.0,0.13,2.31,0.0,2.42,0.56,0.2825330549756437,0
14.8,86.27,4.751240067118686,3.98,0.0,0.0,0.16416216216216384,2.24,1.0,1.0,0.02,0.0,0.04,0.21,1.05,0.08,0.02,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.04,3.0,0.0,2.08,0.31,0.422972972972973,0
15.62,91.33,4.753621448595974,4.05,0.0,0.01,0.7304811779769551,2.28,1.0,1.0,0.01,0.01,0.0,0.17,1.09,0.14,0.04,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.01,0.0,0.04,3.01,0.0,2.07,0.44,0.45454545454545453,0
15.36,91.62,4.864113926308283,3.98,0.0,0.0,1.0019625000000012,2.08,1.0,1.0,0.01,0.0,0.01,0.17,1.03,0.22,0.03,0.56,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.02,3.0,0.0,2.06,0.38,0.4576822916666667,0
14.38,85.7,4.8699248609891335,3.61,0.0,0.02,0.6857938803894292,2.02,1.0,1.0,0.01,0.0,0.0,0.17,1.07,0.14,0.03,0.53,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.02,3.01,0.0,2.07,0.41,0.43949930458970793,0
15.5,90.54,4.743641233096111,3.77,0.0,0.0,0.4964193548387108,2.1,1.0,1.0,0.0,0.02,0.0,0.26,1.09,0.18,0.03,0.55,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.14,3.01,0.0,2.07,0.33,0.4367741935483871,0
15.3,87.62,4.658230010305798,4.26,0.0,0.0,0.3183071895424856,1.83,1.0,1.0,0.0,0.0,0.01,0.18,1.01,0.21,0.01,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.04,0.0,0.0,3.0,0.0,2.09,0.41,0.4137254901960784,0
14.4,84.43,4.801405922577969,3.79,0.0,0.0,0.4165555555555578,2.05,1.0,1.0,0.01,0.01,0.01,0.14,1.03,0.12,0.02,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.08,0.0,0.0,3.0,0.0,2.08,0.29,0.43819444444444444,0
16.55,97.05,4.79014509230207,4.82,0.0,0.0,1.1672190332326302,1.99,1.0,1.0,0.0,0.03,0.02,0.15,1.08,0.24,0.09,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.11,0.02,0.0,0.04,3.0,0.0,2.03,0.47,0.427190332326284,0
16.36,93.38,4.66566812327231,4.5,0.0,0.0,0.7583706601466993,2.15,1.0,1.0,0.0,0.01,0.03,0.2,1.13,0.17,0.03,0.54,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.05,0.0,0.0,3.0,0.0,2.05,0.38,0.4083129584352078,0
14.87,86.65,4.735711551949944,4.09,0.0,0.01,0.45395366509751156,2.07,1.0,1.0,0.02,0.0,0.07,0.22,1.04,0.14,0.01,0.535,0.0,0.0,0.0,0.01,0.0,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.07,0.0,0.0,0.0,3.0,0.0,2.03,0.37,0.429724277067922,0
15.38,97.48,5.175287542415633,3.22,0.99,0.01,2.192855396618988,2.18,1.0,1.0,0.0,0.02,0.01,0.17,1.2,0.14,0.01,0.565,0.0,0.01,0.0,0.0,0.0,0.1,0.03,0.12,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.07,0.0,0.09,3.0,0.0,2.06,0.47,0.44538361508452534,0
16.07,98.86,5.021206039735829,3.78,0.98,0.0,1.7283267579340382,2.2,1.0,1.0,0.01,0.0,0.0,0.09,1.12,0.16,0.05,0.58,0.0,0.01,0.0,0.0,0.0,0.02,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.2,0.0,0.09,3.0,0.0,2.07,0.36,0.417548226509023,0
15.66,99.24,5.16866684269575,3.43,0.98,0.01,2.3475404853129014,2.0,1.0,1.0,0.02,0.0,0.02,0.14,1.21,0.2,0.01,0.61,0.0,0.0,0.0,0.01,0.0,0.03,0.07,0.23,0.0,0.0,0.0,0.0,0.0,0.01,1.22,0.04,0.0,0.1,3.0,0.0,2.08,0.41,0.42656449553001274,0
14.95,94.8,5.189544488570688,3.09,0.97,0.0,2.056285953177259,2.2,1.0,1.0,0.0,0.01,0.04,0.15,1.19,0.25,0.02,0.59,0.0,0.01,0.0,0.0,0.0,0.08,0.05,0.24,0.0,0.0,0.0,0.0,0.0,0.01,1.18,0.08,0.0,0.1,3.01,0.0,2.05,0.37,0.4361204013377926,0
16.23,102.36,5.160345557239232,3.76,0.97,0.01,2.2706919901417137,2.0,1.01,1.01,0.01,0.01,0.04,0.1,1.3,0.16,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.02,0.0,0.12,3.03,0.0,2.04,0.36,0.42513863216266173,0
15.25,96.02,5.138021468981355,3.21,1.0,0.0,2.0491721311475395,2.01,1.0,1.0,0.0,0.01,0.04,0.2,1.15,0.13,0.0,0.585,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.19,0.0,0.0,0.0,0.0,0.01,0.0,1.17,0.08,0.0,0.06,3.0,0.0,2.09,0.25,0.4183606557377049,0
14.87,94.96,5.226682982652021,3.0,1.0,0.01,2.2235568930733045,1.65,1.0,1.0,0.0,0.01,0.0,0.14,1.12,0.11,0.02,0.615,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.31,0.0,0.0,0.0,0.0,0.0,0.01,1.23,0.02,0.0,0.16,3.0,0.0,2.08,0.28,0.4129119031607263,0
15.54,97.09,5.088650552424648,3.58,0.99,0.0,1.8377814671814683,2.02,1.0,1.0,0.01,0.0,0.06,0.22,1.22,0.06,0.02,0.575,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.0,0.0,0.0,0.0,0.02,0.0,1.15,0.0,0.0,0.08,3.0,0.0,2.04,0.3,0.4292149292149292,0
15.23,96.43,5.17230762688464,3.37,0.99,0.01,2.1496999999999993,1.84,1.0,1.0,0.0,0.01,0.01,0.13,1.2,0.13,0.01,0.59,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.26,0.0,0.0,0.0,0.0,0.02,0.0,1.18,0.05,0.0,0.1,3.01,0.0,2.06,0.34,0.42678923177938277,0
15.79,98.36,5.094911414664812,3.36,1.0,0.02,1.8898226092463588,2.13,1.0,1.0,0.01,0.01,0.02,0.15,1.13,0.14,0.03,0.61,0.0,0.01,0.0,0.0,0.0,0.06,0.05,0.19,0.0,0.0,0.0,0.0,0.0,0.01,1.22,0.05,0.0,0.1,3.0,0.0,2.06,0.37,0.441418619379354,0
14.2,93.21,5.493450424896666,3.87,0.03,0.0,3.534619718309859,1.84,0.68,1.0,0.01,0.0,0.01,0.08,1.43,0.1,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,3.02,0.0,2.43,0.2,0.3957746478873239,0
13.87,93.64,5.697183715726773,3.67,0.04,0.02,3.9078364095169427,1.45,1.02,1.02,0.0,0.0,0.02,0.04,1.43,0.05,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.04,2.99,0.0,2.11,0.19,0.38788752703677,0
14.56,98.17,5.677901924230033,3.99,0.04,0.02,4.149526373626376,1.49,0.99,1.0,0.0,0.0,0.02,0.11,1.15,0.19,0.01,0.52,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.04,2.96,0.0,2.12,0.16,0.37774725274725274,0
13.65,91.03,5.625743562208344,3.47,0.0,0.0,3.5304230769230784,2.05,1.0,1.0,0.0,0.0,0.0,0.07,1.31,0.13,0.02,0.515,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,3.03,0.0,2.13,0.16,0.3802197802197802,0
13.53,89.79,5.559780407930561,3.42,0.01,0.0,3.614711825572801,1.89,1.0,1.0,0.0,0.0,0.04,0.07,1.3,0.19,0.01,0.525,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,3.01,0.0,2.14,0.18,0.37841832963784183,0
13.51,90.14,5.629999838912377,3.48,0.02,0.0,3.723607623982236,1.5,1.01,1.01,0.0,0.0,0.02,0.04,1.24,0.11,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,3.03,0.0,2.16,0.19,0.39008142116950406,0
13.22,86.83,5.47145896105958,3.21,0.0,0.0,3.0795670196671736,1.83,1.0,1.0,0.0,0.0,0.05,0.04,1.26,0.15,0.01,0.735,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,3.0,0.0,2.13,0.08,0.39107413010590014,0
13.1,88.84,5.6709781884781885,3.13,0.01,0.0,4.1924351145038194,1.96,1.01,1.01,0.0,0.0,0.02,0.04,1.33,0.11,0.02,0.515,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,3.04,0.0,2.1,0.13,0.3885496183206107,0
13.26,88.55,5.623197401111098,3.33,0.01,0.0,3.5527423831070912,1.74,1.0,1.0,0.0,0.0,0.04,0.07,1.17,0.11,0.01,0.56,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,3.03,0.0,2.14,0.13,0.39441930618401205,0
13.11,89.2,5.780810446863075,3.29,0.0,0.01,4.068132646834478,1.8,1.01,1.01,0.01,0.0,0.0,0.1,1.26,0.12,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,3.03,0.0,2.15,0.1,0.39435545385202136,0
20.99,120.4,4.497741206841597,6.06,0.0,1.0,1.8101066698427815,2.32,1.0,1.0,0.02,0.01,0.02,0.48,2.81,0.13,0.02,0.545,0.0,0.0,0.0,0.0,0.0,0.03,0.61,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.09,0.02,0.0,0.02,3.01,0.0,2.09,0.44,0.4044783230109576,0
20.58,118.25,4.52272973645796,5.78,0.0,1.0,1.8395041788143836,2.69,1.0,1.0,0.02,0.0,0.07,0.42,2.71,0.17,0.03,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.02,3.0,0.0,2.17,0.49,0.39310009718172984,0
19.77,115.0,4.5879321758852445,5.32,0.0,1.0,1.7894957511380873,2.55,1.0,1.0,0.04,0.01,0.03,0.41,2.39,0.19,0.02,0.57,0.0,0.0,0.0,0.0,0.0,0.07,0.43,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.14,0.0,0.0,0.03,3.0,0.0,2.15,0.4,0.40364188163884673,0
20.85,120.63,4.563059512957418,5.74,0.0,1.0,1.834353717026378,2.29,1.0,1.0,0.0,0.0,0.07,0.42,2.77,0.19,0.01,0.545,0.0,0.0,0.0,0.01,0.0,0.08,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.09,0.02,0.0,0.01,3.0,0.0,2.13,0.53,0.40911270983213427,0
20.33,116.56,4.4925409733787225,5.55,0.0,1.0,1.2481933595671428,2.89,1.0,1.0,0.03,0.01,0.07,0.52,2.55,0.14,0.05,0.53,0.0,0.0,0.0,0.0,0.0,0.15,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,3.0,0.0,2.1,0.49,0.4102311854402361,0
20.57,117.05,4.4597182935159365,5.93,0.0,1.0,1.2091595041322307,2.6,1.0,1.0,0.0,0.0,0.05,0.43,2.69,0.18,0.05,0.54,0.0,0.0,0.0,0.0,0.0,0.04,0.52,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.08,0.0,0.0,0.01,3.0,0.0,2.09,0.5,0.3869713174526009,0
19.74,114.56,4.558958319410011,5.54,0.0,1.0,1.5474044579533945,3.09,1.0,1.0,0.02,0.0,0.05,0.39,2.51,0.21,0.01,0.545,0.0,0.0,0.0,0.0,0.0,0.04,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,3.03,0.0,2.06,0.65,0.40526849037487334,0
20.13,118.52,4.635380562559491,5.63,0.0,1.0,2.120411872826626,2.58,1.0,1.0,0.04,0.01,0.02,0.43,2.6,0.17,0.03,0.53,0.0,0.0,0.0,0.0,0.0,0.07,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.05,0.0,0.03,3.0,0.0,2.12,0.49,0.40635866865375064,0
19.66,113.54,4.548041165782713,5.58,0.0,1.0,1.3085291963377408,2.08,1.0,1.0,0.0,0.0,0.1,0.39,2.29,0.24,0.03,0.545,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.04,0.0,0.02,3.0,0.0,2.16,0.57,0.4155645981688708,0
20.5,117.31,4.51764925387457,5.78,0.0,1.0,1.6895853658536595,2.4,1.0,1.0,0.02,0.0,0.04,0.37,2.56,0.1,0.01,0.53,0.0,0.0,0.0,0.0,0.0,0.02,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.06,0.0,0.0,0.0,3.04,0.0,2.14,0.58,0.4151219512195122,0
18.14,128.61,5.872789895825533,5.58,3.0,0.19,5.893089525909591,2.71,0.19,0.19,0.0,0.31,0.15,0.67,0.87,0.26,0.09,1.58,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.74,0.0,0.0,0.0,0.0,0.0,0.02,1.12,0.0,0.0,0.07,0.57,0.0,0.51,1.47,0.41289966923925026,0
19.27,137.53,5.896817139523043,6.12,3.8,0.16,6.297173378308255,3.98,0.12,0.12,0.0,0.25,0.21,0.63,0.61,0.24,0.04,1.14,0.0,0.0,0.0,0.0,0.01,0.03,0.06,0.81,0.0,0.0,0.0,0.0,0.0,0.02,1.1,0.03,0.0,0.21,0.34,0.0,0.36,1.7,0.3860923715620135,0
18.97,136.59,5.963146193246502,5.54,3.61,0.14,6.581626304691621,4.29,0.17,0.17,0.01,0.17,0.23,0.48,0.81,0.22,0.13,1.39,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.83,0.0,0.0,0.0,0.0,0.01,0.05,1.1,0.0,0.0,0.09,0.51,0.0,0.52,1.58,0.4095940959409594,0
19.47,127.25,5.421825039939333,6.77,2.44,0.12,4.766936363636365,2.16,0.07,0.07,0.0,0.19,0.07,0.81,0.88,0.16,0.05,0.93,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.01,1.08,0.0,0.0,0.04,0.17,0.0,0.25,1.7,0.3739085772984078,0
19.33,129.54,5.5300542950909515,6.33,2.31,0.21,5.110003673047075,2.36,0.17,0.17,0.0,0.22,0.07,0.63,0.89,0.18,0.06,0.935,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.57,0.0,0.0,0.02,0.0,0.0,0.03,1.23,0.0,0.0,0.17,0.49,0.0,0.43,1.61,0.40196585618210035,0
18.09,128.0,5.992092620996136,5.7,3.19,0.23,5.998212216694306,2.51,0.23,0.23,0.0,0.28,0.08,0.54,0.88,0.16,0.05,1.465,0.0,0.0,0.0,0.0,0.05,0.01,0.02,0.77,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.25,0.68,0.0,0.58,1.63,0.4223327805417358,0
16.93,123.51,6.322220715344164,4.98,3.53,0.16,6.444005375073832,4.11,0.18,0.18,0.0,0.2,0.1,0.53,0.59,0.14,0.02,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.07,0.5,0.0,0.44,1.64,0.36975782634376847,0
17.1,114.46,5.604251917924366,5.42,2.32,0.12,4.1073040935672545,2.06,0.23,0.23,0.02,0.3,0.23,0.61,1.24,0.16,0.02,1.915,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.01,1.05,0.0,0.0,0.02,0.66,0.0,0.58,1.52,0.4111111111111111,0
18.27,121.88,5.568597173922755,6.25,2.68,0.02,4.543072304324028,2.24,0.21,0.21,0.0,0.2,0.12,0.58,0.88,0.33,0.14,1.56,0.0,0.01,0.0,0.0,0.0,0.04,0.04,0.45,0.0,0.0,0.0,0.0,0.01,0.0,1.06,0.02,0.0,0.07,0.63,0.0,0.55,1.58,0.3886152162014231,0
17.1,122.62,6.167367661669547,5.17,3.17,0.25,6.239584795321637,2.09,0.15,0.15,0.02,0.17,0.07,0.51,0.75,0.3,0.17,0.915,0.0,0.01,0.0,0.01,0.0,0.02,0.01,0.52,0.01,0.0,0.0,0.0,0.0,0.05,1.09,0.0,0.0,0.12,0.45,0.0,0.5,1.51,0.38128654970760234,0
18.05,109.46,4.978187025057596,7.38,0.27,0.09,2.347339335180056,0.36,0.0,0.02,0.01,0.05,0.04,0.81,0.4,0.12,0.0,0.105,0.0,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.18,0.21,0.01,0.0,1.68,0.06,0.0,0.22,1.02,0.39778393351800556,0
18.36,111.3,4.977712557776575,7.46,0.27,0.07,2.5927311546840954,0.21,0.0,0.01,0.01,0.02,0.07,0.78,0.46,0.19,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.13,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.0,0.0,1.79,0.06,0.0,0.12,0.76,0.4057734204793028,0
17.13,103.92,5.019229259449802,6.93,0.3,0.08,1.8918675423234106,0.17,0.0,0.08,0.0,0.02,0.01,0.84,0.48,0.21,0.02,0.125,0.0,0.0,0.0,0.0,0.04,0.02,0.02,0.09,0.01,0.0,0.0,0.0,0.0,0.04,0.25,0.02,0.0,1.62,0.24,0.0,0.38,0.79,0.4098073555166375,0
